Title,Named-entity,Frequency
Selena Gomez,13 2020 ref ref,1
Selena Gomez,christina aguilera s strip,1
Selena Gomez,christina aguilera strip access,1
Selena Gomez,gomez look rihanna,1
Selena Gomez,20131103130202,1
Selena Gomez,november 3 2013,1
Selena Gomez,13 july,1
Selena Gomez,november 10 2013 ref ref,1
Selena Gomez,alicia adejobi,1
Selena Gomez,skrillex ref,1
Selena Gomez,8 2013,1
Selena Gomez,aguilera s album,1
Selena Gomez,janet jackson,1
Selena Gomez,2015 2009,1
Selena Gomez,sears s school fashion,1
Selena Gomez,79821248985911,1
Selena Gomez,sears air band,1
Selena Gomez,spokesperson borden milk,1
Selena Gomez,2293848,1
Selena Gomez,gomez s borden,1
Selena Gomez,kmart,1
Selena Gomez,united states kmart,1
Selena Gomez,2551435,1
Selena Gomez,3017222,1
Selena Gomez,20161022171043,1
Selena Gomez,polish,1
Selena Gomez,3 nbsp million,1
Selena Gomez,louis vuitton ref,1
Selena Gomez,louis vuitton,1
Selena Gomez,louis vuitton fashion,1
Selena Gomez,coca cola s share,2
Selena Gomez,coke,1
Selena Gomez,keith caulfield url,1
Selena Gomez,7350343,1
Selena Gomez,0,1
Selena Gomez,new york times,1
Selena Gomez,number 3,1
Selena Gomez,20 year,1
Selena Gomez,march 2018,2
Selena Gomez,november 21,1
Selena Gomez,9 2017,1
Selena Gomez,23397864,1
Selena Gomez,december 12 year,1
Selena Gomez,59525293,1
Selena Gomez,october 23 2020,1
Selena Gomez,75,1
Selena Gomez,74,1
Selena Gomez,7 2019 ref,1
Selena Gomez,september 2020,1
Selena Gomez,9444455,1
Selena Gomez,launch magazine billboard magazine,1
Selena Gomez,1559,1
Selena Gomez,march 2022,1
Selena Gomez,3 2012,1
Selena Gomez,200px,1
Selena Gomez,october 2008,1
Selena Gomez,st jude s child s hospital s runway life benefit ref,1
Selena Gomez,1382,1
Selena Gomez,st jude title star,1
